seqid	source	type	start	end	score	strand	phase	attributes	chr	id	old_lt
CP023154	GenBank	CDS	1222869	1223126	.	+	1	ID=PFDSM3638_06560.p01;Parent=PFDSM3638_06560.t01;Name=PFDSM3638_06560;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835383.1;product=DUF262 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06560;transl_table=11;translation=length.85	CP023154	PFDSM3638_06560	PF1315
CP023154	GenBank	CDS	1223142	1224512	.	+	1	ID=PFDSM3638_06565.p01;Parent=PFDSM3638_06565.t01;Name=PFDSM3638_06565;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012461.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06565;transl_table=11;translation=length.456	CP023154	PFDSM3638_06565	PF1316
CP023154	GenBank	CDS	1225830	1226018	.	+	1	ID=PFDSM3638_06580.p01;Parent=PFDSM3638_06580.t01;Name=PFDSM3638_06580;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012466.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06580;transl_table=11;translation=length.62	CP023154	PFDSM3638_06580	PF1320.1n
CP023154	GenBank	CDS	1226216	1227622	.	+	1	ID=PFDSM3638_06585.p01;Parent=PFDSM3638_06585.t01;Name=PFDSM3638_06585;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012467.1;product=ATPase;protein_id=PRJNA382684:PFDSM3638_06585;transl_table=11;translation=length.468	CP023154	PFDSM3638_06585	PF1321
CP023154	GenBank	CDS	1227905	1228135	.	+	1	ID=PFDSM3638_06590.p01;Parent=PFDSM3638_06590.t01;Name=PFDSM3638_06590;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012468.1;product=type II toxin-antitoxin system HicB family antitoxin;protein_id=PRJNA382684:PFDSM3638_06590;transl_table=11;translation=length.76	CP023154	PFDSM3638_06590	PF1322
CP023154	GenBank	CDS	1228132	1228359	.	+	1	ID=PFDSM3638_06595.p01;Parent=PFDSM3638_06595.t01;Name=PFDSM3638_06595;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012469.1;product=addiction module toxin%2C HicA family;protein_id=PRJNA382684:PFDSM3638_06595;transl_table=11;translation=length.75	CP023154	PFDSM3638_06595	PF1323
CP023154	GenBank	CDS	1228832	1229305	.	+	1	ID=PFDSM3638_06600.p01;Parent=PFDSM3638_06600.t01;Name=PFDSM3638_06600;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835386.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06600;transl_table=11;translation=length.157	CP023154	PFDSM3638_06600	PF1324
CP023154	GenBank	CDS	1229311	1230399	.	+	1	ID=PFDSM3638_06605.p01;Parent=PFDSM3638_06605.t01;Name=PFDSM3638_06605;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012471.1;product=rubrerythrin family protein;protein_id=PRJNA382684:PFDSM3638_06605;transl_table=11;translation=length.362	CP023154	PFDSM3638_06605	PF1325
CP023154	GenBank	CDS	1230396	1230896	.	-	1	ID=PFDSM3638_06610.p01;Parent=PFDSM3638_06610.t01;Name=PFDSM3638_06610;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012472.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06610;transl_table=11;translation=length.166	CP023154	PFDSM3638_06610	PF1326
CP023154	GenBank	CDS	1230930	1232354	.	-	1	ID=PFDSM3638_06615.p01;Parent=PFDSM3638_06615.t01;Name=gltA;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012473.1;locus_tag=PFDSM3638_06615;product=glutamate synthase (NADPH)%2C homotetrameric;protein_id=PRJNA382684:PFDSM3638_06615;transl_table=11;translation=length.474	CP023154	PFDSM3638_06615	PF1327
CP023154	GenBank	CDS	1232355	1233191	.	-	1	ID=PFDSM3638_06620.p01;Parent=PFDSM3638_06620.t01;eC_number=1.18.1.2;Name=PFDSM3638_06620;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835388.1;product=ferredoxin-NADP reductase;protein_id=PRJNA382684:PFDSM3638_06620;transl_table=11;translation=length.278	CP023154	PFDSM3638_06620	PF1328
CP023154	GenBank	CDS	1233350	1234354	.	+	1	ID=PFDSM3638_06625.p01;Parent=PFDSM3638_06625.t01;Name=PFDSM3638_06625;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012475.1;product=hydrogenase;protein_id=PRJNA382684:PFDSM3638_06625;transl_table=11;translation=length.334	CP023154	PFDSM3638_06625	PF1329
CP023154	GenBank	CDS	1234351	1235217	.	+	1	ID=PFDSM3638_06630.p01;Parent=PFDSM3638_06630.t01;Name=PFDSM3638_06630;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014734230.1;product=cytochrome-c3 hydrogenase subunit gamma;protein_id=PRJNA382684:PFDSM3638_06630;transl_table=11;translation=length.288	CP023154	PFDSM3638_06630	PF1330
CP023154	GenBank	CDS	1235217	1235930	.	+	1	ID=PFDSM3638_06635.p01;Parent=PFDSM3638_06635.t01;Name=PFDSM3638_06635;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012477.1;product=hydrogenase;protein_id=PRJNA382684:PFDSM3638_06635;transl_table=11;translation=length.237	CP023154	PFDSM3638_06635	PF1331
CP023154	GenBank	CDS	1235933	1237171	.	+	1	ID=PFDSM3638_06640.p01;Parent=PFDSM3638_06640.t01;Name=PFDSM3638_06640;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012478.1;product=hydrogenase;protein_id=PRJNA382684:PFDSM3638_06640;transl_table=11;translation=length.412	CP023154	PFDSM3638_06640	PF1332
CP023154	GenBank	CDS	1237168	1238523	.	-	1	ID=PFDSM3638_06645.p01;Parent=PFDSM3638_06645.t01;Name=thiD;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012479.1;locus_tag=PFDSM3638_06645;product=bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase;protein_id=PRJNA382684:PFDSM3638_06645;transl_table=11;translation=length.451	CP023154	PFDSM3638_06645	PF1333
CP023154	GenBank	CDS	1238520	1239143	.	-	1	ID=PFDSM3638_06650.p01;Parent=PFDSM3638_06650.t01;Name=thiE;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012480.1;locus_tag=PFDSM3638_06650;product=thiamine phosphate synthase;protein_id=PRJNA382684:PFDSM3638_06650;transl_table=11;translation=length.207	CP023154	PFDSM3638_06650	PF1334
CP023154	GenBank	CDS	1239140	1239937	.	-	1	ID=PFDSM3638_06655.p01;Parent=PFDSM3638_06655.t01;Name=PFDSM3638_06655;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012481.1;product=hydroxyethylthiazole kinase;protein_id=PRJNA382684:PFDSM3638_06655;transl_table=11;translation=length.265	CP023154	PFDSM3638_06655	PF1335
CP023154	GenBank	CDS	1239934	1241187	.	-	1	ID=PFDSM3638_06660.p01;Parent=PFDSM3638_06660.t01;Name=PFDSM3638_06660;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012482.1;product=putative hydroxymethylpyrimidine transporter CytX;protein_id=PRJNA382684:PFDSM3638_06660;transl_table=11;translation=length.417	CP023154	PFDSM3638_06660	PF1336
CP023154	GenBank	CDS	1241180	1241818	.	-	1	ID=PFDSM3638_06665.p01;Parent=PFDSM3638_06665.t01;Name=PFDSM3638_06665;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012483.1;product=transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_06665;transl_table=11;translation=length.212	CP023154	PFDSM3638_06665	PF1337
CP023154	GenBank	CDS	1241808	1242452	.	-	1	ID=PFDSM3638_06670.p01;Parent=PFDSM3638_06670.t01;Name=tenA;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012484.1;locus_tag=PFDSM3638_06670;product=thiaminase II;protein_id=PRJNA382684:PFDSM3638_06670;transl_table=11;translation=length.214	CP023154	PFDSM3638_06670	PF1338
CP023154	GenBank	CDS	1242545	1243216	.	-	1	ID=PFDSM3638_06675.p01;Parent=PFDSM3638_06675.t01;Name=PFDSM3638_06675;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012485.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06675;transl_table=11;translation=length.223	CP023154	PFDSM3638_06675	PF1339
CP023154	GenBank	CDS	1243213	1243878	.	-	1	ID=PFDSM3638_06680.p01;Parent=PFDSM3638_06680.t01;Name=PFDSM3638_06680;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012486.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06680;transl_table=11;translation=length.221	CP023154	PFDSM3638_06680	PF1340
CP023154	GenBank	CDS	1243975	1245171	.	-	1	ID=PFDSM3638_06685.p01;Parent=PFDSM3638_06685.t01;Name=gcvT;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014013183.1;locus_tag=PFDSM3638_06685;product=glycine cleavage system protein T;protein_id=PRJNA382684:PFDSM3638_06685;transl_table=11;translation=length.398	CP023154	PFDSM3638_06685	PF1341
CP023154	GenBank	CDS	1245296	1245838	.	+	1	ID=PFDSM3638_06690.p01;Parent=PFDSM3638_06690.t01;Name=PFDSM3638_06690;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835389.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06690;transl_table=11;translation=length.180	CP023154	PFDSM3638_06690	PF1342
CP023154	GenBank	CDS	1245830	1246876	.	-	1	ID=PFDSM3638_06695.p01;Parent=PFDSM3638_06695.t01;Name=PFDSM3638_06695;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012489.1;product=peptidase M24;protein_id=PRJNA382684:PFDSM3638_06695;transl_table=11;translation=length.348	CP023154	PFDSM3638_06695	PF1343
CP023154	GenBank	CDS	1247012	1247722	.	+	1	ID=PFDSM3638_06700.p01;Parent=PFDSM3638_06700.t01;Name=PFDSM3638_06700;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012490.1;product=maleate cis-trans isomerase;protein_id=PRJNA382684:PFDSM3638_06700;transl_table=11;translation=length.236	CP023154	PFDSM3638_06700	PF1344
CP023154	GenBank	CDS	1247722	1248645	.	+	1	ID=PFDSM3638_06705.p01;Parent=PFDSM3638_06705.t01;Name=PFDSM3638_06705;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012491.1;product=ribonuclease Z;protein_id=PRJNA382684:PFDSM3638_06705;transl_table=11;translation=length.307	CP023154	PFDSM3638_06705	PF1345
CP023154	GenBank	CDS	1248623	1249291	.	+	1	ID=PFDSM3638_06710.p01;Parent=PFDSM3638_06710.t01;Name=PFDSM3638_06710;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014734056.1;product=conjugal transfer protein TraB;protein_id=PRJNA382684:PFDSM3638_06710;transl_table=11;translation=length.222	CP023154	PFDSM3638_06710	PF1346
CP023154	GenBank	CDS	1249255	1249521	.	-	1	ID=PFDSM3638_06715.p01;Parent=PFDSM3638_06715.t01;Name=PFDSM3638_06715;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012493.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06715;transl_table=11;translation=length.88	CP023154	PFDSM3638_06715	PF1347
CP023154	GenBank	CDS	1249606	1249812	.	-	1	ID=PFDSM3638_06720.p01;Parent=PFDSM3638_06720.t01;Name=PFDSM3638_06720;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012494.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06720;transl_table=11;translation=length.68	CP023154	PFDSM3638_06720	PF1348
CP023154	GenBank	CDS	1249948	1251018	.	+	1	ID=PFDSM3638_06725.p01;Parent=PFDSM3638_06725.t01;Name=PFDSM3638_06725;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012495.1;product=S-methyl-5-thioribose-1-phosphate isomerase;protein_id=PRJNA382684:PFDSM3638_06725;transl_table=11;translation=length.356	CP023154	PFDSM3638_06725	PF1349
CP023154	GenBank	CDS	1251125	1252411	.	+	1	ID=PFDSM3638_06730.p01;Parent=PFDSM3638_06730.t01;Name=PFDSM3638_06730;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012496.1;product=MFS transporter;protein_id=PRJNA382684:PFDSM3638_06730;transl_table=11;translation=length.428	CP023154	PFDSM3638_06730	PF1350
CP023154	GenBank	CDS	1252354	1254231	.	-	1	ID=PFDSM3638_06735.p01;Parent=PFDSM3638_06735.t01;Name=PFDSM3638_06735;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015858624.1;product=threonine--tRNA ligase;protein_id=PRJNA382684:PFDSM3638_06735;transl_table=11;translation=length.625	CP023154	PFDSM3638_06735	PF1351
CP023154	GenBank	CDS	1254303	1254707	.	-	1	ID=PFDSM3638_06740.p01;Parent=PFDSM3638_06740.t01;Name=PFDSM3638_06740;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012498.1;product=PIN domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06740;transl_table=11;translation=length.134	CP023154	PFDSM3638_06740	PF1352
CP023154	GenBank	CDS	1254694	1254915	.	-	1	ID=PFDSM3638_06745.p01;Parent=PFDSM3638_06745.t01;Name=PFDSM3638_06745;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012499.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06745;transl_table=11;translation=length.73	CP023154	PFDSM3638_06745	PF1353
CP023154	GenBank	CDS	1255139	1256395	.	+	1	ID=PFDSM3638_06750.p01;Parent=PFDSM3638_06750.t01;Name=PFDSM3638_06750;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012500.1;product=flippase;protein_id=PRJNA382684:PFDSM3638_06750;transl_table=11;translation=length.418	CP023154	PFDSM3638_06750	PF1354
CP023154	GenBank	CDS	1256405	1257688	.	+	1	ID=PFDSM3638_06755.p01;Parent=PFDSM3638_06755.t01;Name=PFDSM3638_06755;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010479310.1;product=UDP-glucose/GDP-mannose dehydrogenase family protein;protein_id=PRJNA382684:PFDSM3638_06755;transl_table=11;translation=length.427	CP023154	PFDSM3638_06755	PF1355
CP023154	GenBank	CDS	1257685	1258536	.	+	1	ID=PFDSM3638_06760.p01;Parent=PFDSM3638_06760.t01;Name=PFDSM3638_06760;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012502.1;product=UTP--glucose-1-phosphate uridylyltransferase;protein_id=PRJNA382684:PFDSM3638_06760;transl_table=11;translation=length.283	CP023154	PFDSM3638_06760	PF1356
CP023154	GenBank	CDS	1258533	1259543	.	+	1	ID=PFDSM3638_06765.p01;Parent=PFDSM3638_06765.t01;Name=PFDSM3638_06765;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012503.1;product=NAD-dependent epimerase/dehydratase family protein;protein_id=PRJNA382684:PFDSM3638_06765;transl_table=11;translation=length.336	CP023154	PFDSM3638_06765	PF1357
CP023154	GenBank	CDS	1259544	1259777	.	+	1	ID=PFDSM3638_06770.p01;Parent=PFDSM3638_06770.t01;Name=PFDSM3638_06770;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012504.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06770;transl_table=11;translation=length.77	CP023154	PFDSM3638_06770	PF1357.1n
